"","species","category","hypothesis","code","name","iucn_name","n_ex_total","num_experts_rel","cvoi_mean","cvoi_lci","cvoi_uci","red_mean","red_lci","red_uci","rel_a_mean","rel_a_lci","rel_a_uci","rel_b_mean","rel_b_lci","rel_b_uci","rel_both_mean","rel_both_lci","rel_both_uci","mag_mean","mag_lci","mag_uci"
"17","ASSP","Pollution",17,"H17","Contaminants","Pollution",12,12,0.541666666666667,0,2.45,1.83333333333333,0,3,1.41666666666667,1,2.45,0.583333333333333,0,2,0.229166666666667,0,1,2.41666666666667,2,3
"18","ASSP","Projected climate change impacts",18,"H18","Sea Level Rise","Climate change & severe weather",12,11,0.833333333333333,0,2.85,2.27272727272727,1,3.5,1.91666666666667,0.55,3.45,1.08333333333333,0,2.45,0.5625,0,1.8375,1.25,0,2.45
"19","ASSP","Projected climate change impacts",19,"H19","Marine Productivity","Climate change & severe weather",12,12,0,0,0,1.91666666666667,0.55,3.45,2.5,1.55,3.45,0,0,0,0,0,0,1.16666666666667,0,2
"20","ASSP","Projected climate change impacts",20,"H20","Sea Surface Temperature","Climate change & severe weather",12,12,0,0,0,2.08333333333333,0.55,3.45,2.33333333333333,1,3.45,0,0,0,0,0,0,1.41666666666667,0,2.45
"21","ASSP","Projected climate change impacts",21,"H21","Precipitation","Climate change & severe weather",12,2,0.0833333333333333,0,0.449999999999999,2,1.1,2.9,0.166666666666667,0,1,0.166666666666667,0,0.899999999999999,0.0416666666666667,0,0.225,0.333333333333333,0,2
"22","ASSP","Projected climate change impacts",22,"H22","Ambient Temperature","Climate change & severe weather",12,6,0.375,0,1.725,2.33333333333333,1,3.75,0.666666666666667,0,2,0.5,0,2,0.166666666666667,0,0.725,1.16666666666667,0,3
"23","ASSP","Projected climate change impacts",23,"H23","Marine Heat Waves","Climate change & severe weather",12,11,0,0,0,2.18181818181818,1,3.5,1.91666666666667,0.55,3,0,0,0,0,0,0,1.25,0,2
"24","ASSP","Projected climate change impacts",24,"H24","Storm Events","Climate change & severe weather",12,10,0.8125,0,3.675,1.9,0.45,3.55,1.58333333333333,0,3.45,0.916666666666667,0,3,0.458333333333333,0,1.8375,1.25,0,2.45
"25","ASSP","Projected climate change impacts",25,"H25","Wind","Climate change & severe weather",12,11,0,0,0,1.63636363636364,0.5,3,1.58333333333333,0.55,3,0,0,0,0,0,0,2.41666666666667,1.1,3
"26","ASSP","Toxins/diseases/parasites",26,"H26","Harmful Algal Blooms","Invasive & other problematic species, genes & diseases",12,11,0.270833333333333,0,1.4875,1.45454545454545,0.5,3,1.08333333333333,0.55,2,0.25,0,1.45,0.104166666666667,0,0.5875,2.5,0.55,3.45
"27","ASSP","Toxins/diseases/parasites",27,"H27","Disease","Invasive & other problematic species, genes & diseases",12,11,0.666666666666667,0,2.45,2.27272727272727,1,3.5,1.75,0.55,3,0.75,0,1.45,0.375,0,1.0875,2.25,0,4
"28","ASSP","Toxins/diseases/parasites",28,"H28","Parasites","Invasive & other problematic species, genes & diseases",12,9,0.0833333333333333,0,0.5,1.77777777777778,1,3,0.833333333333333,0,1.45,0.166666666666667,0,1,0.0416666666666667,0,0.25,2.08333333333333,0,3.45
