"","species","category","hypothesis","code","name","iucn_name","n_ex_total","num_experts_rel","cvoi_mean","cvoi_lci","cvoi_uci","red_mean","red_lci","red_uci","rel_a_mean","rel_a_lci","rel_a_uci","rel_b_mean","rel_b_lci","rel_b_uci","rel_both_mean","rel_both_lci","rel_both_uci","mag_mean","mag_lci","mag_uci"
"19","WEGU","Projected climate change impacts",19,"H19","Marine Productivity","Climate change & severe weather",12,12,0,0,0,2,0.55,3.45,2,1,4,0,0,0,0,0,0,1.25,0,2
"20","WEGU","Projected climate change impacts",20,"H20","Sea Surface Temperature","Climate change & severe weather",12,12,0,0,0,2.16666666666667,0.55,3.45,1.83333333333333,1,4,0,0,0,0,0,0,1.33333333333333,0,2
"21","WEGU","Projected climate change impacts",21,"H21","Precipitation","Climate change & severe weather",12,10,0.854166666666667,0,3,2.2,1,3,1.25,0,2.45,1.08333333333333,0,2.45,0.416666666666667,0,1.225,1.41666666666667,0,2.45
"22","WEGU","Projected climate change impacts",22,"H22","Ambient Temperature","Climate change & severe weather",12,11,0.583333333333333,0,2,2.36363636363636,1,3.5,1.58333333333333,0.55,2.45,0.75,0,2,0.333333333333333,0,1,1.66666666666667,0,2.45
"23","WEGU","Projected climate change impacts",23,"H23","Marine Heat Waves","Climate change & severe weather",12,11,0,0,0,2.09090909090909,1,3.5,1.41666666666667,0.55,2.45,0,0,0,0,0,0,1.33333333333333,0,2
"24","WEGU","Projected climate change impacts",24,"H24","Storm Events","Climate change & severe weather",12,9,0.5,0,1.9,2.22222222222222,0.4,4,1.16666666666667,0,2,0.5,0,1.45,0.208333333333333,0,0.725,1.5,0,3
"25","WEGU","Projected climate change impacts",25,"H25","Wind","Climate change & severe weather",12,10,0,0,0,1.6,0.45,3,1.33333333333333,0,2.45,0,0,0,0,0,0,2.41666666666667,0,3.45
"26","WEGU","Toxins/diseases/parasites",26,"H26","Harmful Algal Blooms","Invasive & other problematic species, genes & diseases",12,12,0.291666666666667,0,1.4875,1.75,1,3,1.16666666666667,1,2,0.333333333333333,0,1.45,0.125,0,0.5875,1.83333333333333,1,3
"27","WEGU","Toxins/diseases/parasites",27,"H27","Disease","Invasive & other problematic species, genes & diseases",12,11,0.541666666666667,0,1.8375,2.54545454545455,1,3.5,2.41666666666667,0.55,3.45,0.75,0,1.45,0.520833333333333,0,1.3125,1.41666666666667,0,3
"28","WEGU","Toxins/diseases/parasites",28,"H28","Parasites","Invasive & other problematic species, genes & diseases",12,10,0.0833333333333333,0,0.5,2.1,1,3,0.916666666666667,0,1.45,0.166666666666667,0,1,0.0416666666666667,0,0.25,2.16666666666667,0,3
