"","species","category","hypothesis","code","name","iucn_name","n_ex_total","num_experts_rel","cvoi_mean","cvoi_lci","cvoi_uci","red_mean","red_lci","red_uci","rel_a_mean","rel_a_lci","rel_a_uci","rel_b_mean","rel_b_lci","rel_b_uci","rel_both_mean","rel_both_lci","rel_both_uci","mag_mean","mag_lci","mag_uci"
"17","ASSP","Pollution",17,"H17","Contaminants","Pollution",12,12,0.541666666666667,0,2.45,1.83333333333333,0,3,1.41666666666667,1,2.45,0.583333333333333,0,2,0.229166666666667,0,1,2.41666666666667,2,3
"18","ASSP","Projected climate change impacts",18,"H18","Sea Level Rise","Climate change & severe weather",12,11,0.833333333333333,0,2.85,2.27272727272727,1,3.5,1.91666666666667,0.55,3.45,1.08333333333333,0,2.45,0.5625,0,1.8375,1.25,0,2.45
"19","ASSP","Projected climate change impacts",19,"H19","Marine Productivity","Climate change & severe weather",12,12,0,0,0,1.91666666666667,0.55,3.45,2.5,1.55,3.45,0,0,0,0,0,0,1.16666666666667,0,2
"20","ASSP","Projected climate change impacts",20,"H20","Sea Surface Temperature","Climate change & severe weather",12,12,0,0,0,2.08333333333333,0.55,3.45,2.33333333333333,1,3.45,0,0,0,0,0,0,1.41666666666667,0,2.45
"21","ASSP","Projected climate change impacts",21,"H21","Precipitation","Climate change & severe weather",12,2,0.0833333333333333,0,0.449999999999999,2,1.1,2.9,0.166666666666667,0,1,0.166666666666667,0,0.899999999999999,0.0416666666666667,0,0.225,0.333333333333333,0,2
"22","ASSP","Projected climate change impacts",22,"H22","Ambient Temperature","Climate change & severe weather",12,6,0.375,0,1.725,2.33333333333333,1,3.75,0.666666666666667,0,2,0.5,0,2,0.166666666666667,0,0.725,1.16666666666667,0,3
"23","ASSP","Projected climate change impacts",23,"H23","Marine Heat Waves","Climate change & severe weather",12,11,0,0,0,2.18181818181818,1,3.5,1.91666666666667,0.55,3,0,0,0,0,0,0,1.25,0,2
"24","ASSP","Projected climate change impacts",24,"H24","Storm Events","Climate change & severe weather",12,10,0.8125,0,3.675,1.9,0.45,3.55,1.58333333333333,0,3.45,0.916666666666667,0,3,0.458333333333333,0,1.8375,1.25,0,2.45
"25","ASSP","Projected climate change impacts",25,"H25","Wind","Climate change & severe weather",12,11,0,0,0,1.63636363636364,0.5,3,1.58333333333333,0.55,3,0,0,0,0,0,0,2.41666666666667,1.1,3
"26","ASSP","Toxins/diseases/parasites",26,"H26","Harmful Algal Blooms","Invasive & other problematic species, genes & diseases",12,11,0.270833333333333,0,1.4875,1.45454545454545,0.5,3,1.08333333333333,0.55,2,0.25,0,1.45,0.104166666666667,0,0.5875,2.5,0.55,3.45
"27","ASSP","Toxins/diseases/parasites",27,"H27","Disease","Invasive & other problematic species, genes & diseases",12,11,0.666666666666667,0,2.45,2.27272727272727,1,3.5,1.75,0.55,3,0.75,0,1.45,0.375,0,1.0875,2.25,0,4
"28","ASSP","Toxins/diseases/parasites",28,"H28","Parasites","Invasive & other problematic species, genes & diseases",12,9,0.0833333333333333,0,0.5,1.77777777777778,1,3,0.833333333333333,0,1.45,0.166666666666667,0,1,0.0416666666666667,0,0.25,2.08333333333333,0,3.45
"29","BRPE","Disturbance",1,"H1","Overflights","Transportation & service corridors",12,11,1.1875,0,3.675,3.27272727272727,1.5,4,1.5,0.55,2.9,2.75,1.65,3,1.125,0.4125,2.175,0.833333333333333,0,1.9
"30","BRPE","Disturbance",2,"H2","Recreation","Human intrusions & disturbance",12,11,1.22916666666667,0,3.675,3.18181818181818,2,4,2,0.55,3,2.75,1.1,3.45,1.54166666666667,0.275,2.5875,0.75,0,1.45
"31","BRPE","Fisheries",3,"H3","Fishery Equipment","Biological resource use",12,12,0.604166666666667,0,2.175,2.5,1.55,3.45,1.75,1,3.45,2,1,3,0.854166666666667,0.25,1.5,0.666666666666667,0,2
"32","BRPE","Fisheries",4,"H4","Overfishing","Biological resource use",12,11,2.0625,0,5.5125,2,1,3,2.5,0.55,4,2.08333333333333,0.55,3,1.47916666666667,0.275,2.5875,1.33333333333333,0,3
"33","BRPE","Harmful native species interactions",5,"H5","Native Predators","Invasive & other problematic species, genes & diseases",12,7,0.520833333333333,0,2.25,2.85714285714286,1,4,0.833333333333333,0,2.45,1.16666666666667,0,3,0.458333333333333,0,1.5625,0.75,0,2.45
"34","BRPE","Harmful native species interactions",6,"H6","Pinnipeds","Invasive & other problematic species, genes & diseases",12,3,0.166666666666667,0,0.725,2.66666666666667,2.1,3,0.25,0,1,0.416666666666667,0,2,0.104166666666667,0,0.5,0.416666666666667,0,2
"35","BRPE","Harmful native species interactions",7,"H7","Seabird Colonization","Invasive & other problematic species, genes & diseases",12,4,0.104166666666667,0,0.6125,2.5,2,3.7,0.333333333333333,0,1,0.25,0,1.45,0.0625,0,0.3625,0.916666666666667,0,3.45
"36","BRPE","Human infrastructure",8,"H8","Oil Platforms","Energy production & mining",12,2,0.25,0,1.425,2,2,2,0.166666666666667,0,1,0.333333333333333,0,1.9,0.0833333333333333,0,0.475,0.5,0,3
"37","BRPE","Human infrastructure",9,"H9","Offshore Wind","Energy production & mining",12,11,1.54166666666667,0,3,2.81818181818182,2,4,1.41666666666667,0.55,2.45,1.83333333333333,0,3,0.645833333333333,0,1.225,2.08333333333333,0.55,3
"38","BRPE","Human infrastructure",10,"H10","Shipping Traffic","Transportation & service corridors",12,6,0.541666666666667,0,2.175,1.66666666666667,0.25,3,0.583333333333333,0,1.45,0.583333333333333,0,2,0.1875,0,0.725,1.5,0,3.45
"39","BRPE","Human infrastructure",11,"H11","Artificial Light","Pollution",12,4,0.270833333333333,0,1.0875,1.5,1,2,0.333333333333333,0,1,0.5,0,1.9,0.125,0,0.475,0.75,0,3
"40","BRPE","Invasive species",12,"H12","Invasive Plants","Invasive & other problematic species, genes & diseases",12,11,0.75,0,1.5,2.81818181818182,2,3.5,1.16666666666667,0.55,2,2.08333333333333,0.55,3,0.6875,0.1375,1.5,1.25,0,2
"41","BRPE","Invasive species",13,"H13","Black Rats","Invasive & other problematic species, genes & diseases",12,2,1,0,6,4,4,4,0.333333333333333,0,2,0.666666666666667,0,4,0.333333333333333,0,2,0.5,0,3
"42","BRPE","Invasive species",14,"H14","New Invasive Species","Invasive & other problematic species, genes & diseases",12,12,1.625,0,5.175,2.58333333333333,0.55,4,2.33333333333333,1,3.45,3.41666666666667,2.55,4,2.02083333333333,0.775,3.45,0.916666666666667,0,2.45
"43","BRPE","Pollution",15,"H15","Oil Spills","Pollution",12,12,0.270833333333333,0,1.2875,1.83333333333333,0,3.45,2.41666666666667,1.55,3.45,1.33333333333333,0,2.45,0.833333333333333,0,2.1125,0.333333333333333,0,1
"44","BRPE","Pollution",16,"H16","Residual DDT","Pollution",12,12,0,0,0,2.66666666666667,0.55,4,2.16666666666667,1,3.45,0.833333333333333,0,3.45,0.604166666666667,0,2.45,0.916666666666667,0,3
"45","BRPE","Pollution",17,"H17","Contaminants","Pollution",12,11,0.416666666666667,0,1.725,2.09090909090909,0.5,3,1.33333333333333,0.55,2.45,0.583333333333333,0,2,0.1875,0,0.725,2.25,1.1,3
"46","BRPE","Projected climate change impacts",18,"H18","Sea Level Rise","Climate change & severe weather",12,5,0.208333333333333,0,0.725,2.4,1,3.8,0.583333333333333,0,2,0.416666666666667,0,1.45,0.125,0,0.5,0.666666666666667,0,2
"47","BRPE","Projected climate change impacts",19,"H19","Marine Productivity","Climate change & severe weather",12,12,0,0,0,2,0.55,3.45,2.5,1.55,4,0,0,0,0,0,0,1.08333333333333,0,2
"48","BRPE","Projected climate change impacts",20,"H20","Sea Surface Temperature","Climate change & severe weather",12,12,0,0,0,2.16666666666667,0.55,3.45,2.41666666666667,1,4,0,0,0,0,0,0,1.25,0,2.45
"49","BRPE","Projected climate change impacts",21,"H21","Precipitation","Climate change & severe weather",12,9,1.02083333333333,0,3.675,2.11111111111111,1,3,1.25,0,3,0.916666666666667,0,2.45,0.416666666666667,0,1.5,1.41666666666667,0,3
"50","BRPE","Projected climate change impacts",22,"H22","Ambient Temperature","Climate change & severe weather",12,11,0.416666666666667,0,1.725,2.27272727272727,1,3.5,1.58333333333333,0.55,3,0.5,0,1.45,0.229166666666667,0,0.8625,1.75,0,3
"51","BRPE","Projected climate change impacts",23,"H23","Marine Heat Waves","Climate change & severe weather",12,12,0,0,0,2,1,3.45,2.25,1,3,0,0,0,0,0,0,1.25,0.55,2
"52","BRPE","Projected climate change impacts",24,"H24","Storm Events","Climate change & severe weather",12,10,0.375,0,1.225,2.2,0.45,4,1.33333333333333,0,2.45,0.5,0,1.45,0.208333333333333,0,0.5,1.41666666666667,0,2.45
"53","BRPE","Projected climate change impacts",25,"H25","Wind","Climate change & severe weather",12,11,0,0,0,1.63636363636364,0.5,3,2,0.55,3,0,0,0,0,0,0,2.16666666666667,0.55,3
"54","BRPE","Toxins/diseases/parasites",26,"H26","Harmful Algal Blooms","Invasive & other problematic species, genes & diseases",12,12,0.291666666666667,0,1.4875,1.66666666666667,0.55,3,1.5,1,2.45,0.333333333333333,0,1.45,0.125,0,0.5875,1.75,1,3
"55","BRPE","Toxins/diseases/parasites",27,"H27","Disease","Invasive & other problematic species, genes & diseases",12,11,0.6875,0,2.175,2.63636363636364,1,3.5,2.58333333333333,0.55,4,0.75,0,1.45,0.541666666666667,0,1.45,1.58333333333333,0,3
"56","BRPE","Toxins/diseases/parasites",28,"H28","Parasites","Invasive & other problematic species, genes & diseases",12,10,0.125,0,0.5,2,1,3,1,0,2,0.25,0,1,0.0625,0,0.25,2.16666666666667,0,3
"57","CAAU","Disturbance",1,"H1","Overflights","Transportation & service corridors",11,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"58","CAAU","Disturbance",2,"H2","Recreation","Human intrusions & disturbance",11,10,0.931818181818182,0,1.875,2.3,1,4,1,0.5,1.5,2.45454545454545,0.5,3.5,0.681818181818182,0.125,1.25,1.36363636363636,0,2.5
"59","CAAU","Fisheries",3,"H3","Fishery Equipment","Biological resource use",11,8,0.75,0,1.875,1.75,0,3,0.909090909090909,0,2,1,0,2.5,0.295454545454545,0,0.625,1.90909090909091,0,3.5
"60","CAAU","Fisheries",4,"H4","Overfishing","Biological resource use",11,7,1.25,0,3.75,1.57142857142857,0.3,3,1.09090909090909,0,3,1.18181818181818,0,3,0.5,0,1.5,1.72727272727273,0,3.5
"61","CAAU","Harmful native species interactions",5,"H5","Native Predators","Invasive & other problematic species, genes & diseases",11,11,0.977272727272727,0,3.125,2.90909090909091,1,4,1.81818181818182,1,3,2.18181818181818,1,3.5,1.04545454545455,0.25,2.125,0.818181818181818,0,1.5
"62","CAAU","Harmful native species interactions",6,"H6","Pinnipeds","Invasive & other problematic species, genes & diseases",11,3,0.0909090909090909,0,0.5,3,2.1,3.9,0.272727272727273,0,1,0.636363636363636,0,2.5,0.159090909090909,0,0.625,0.181818181818182,0,1
"63","CAAU","Harmful native species interactions",7,"H7","Seabird Colonization","Invasive & other problematic species, genes & diseases",11,6,0.431818181818182,0,1.375,1.16666666666667,0,2,0.636363636363636,0,1.5,0.545454545454545,0,1.5,0.181818181818182,0,0.625,1.54545454545455,0,3.5
"64","CAAU","Human infrastructure",8,"H8","Oil Platforms","Energy production & mining",11,8,0.681818181818182,0,2.75,1.875,1,3,1.09090909090909,0,2.5,0.727272727272727,0,2,0.318181818181818,0,1.25,1.27272727272727,0,2.5
"65","CAAU","Human infrastructure",9,"H9","Offshore Wind","Energy production & mining",11,9,1.27272727272727,0,3.75,2.44444444444444,2,3.6,1.18181818181818,0,2.5,1.27272727272727,0,2,0.454545454545455,0,1.25,2.27272727272727,0,3
"66","CAAU","Human infrastructure",10,"H10","Shipping Traffic","Transportation & service corridors",11,6,0.590909090909091,0,2.25,1.5,0.25,3,0.636363636363636,0,1.5,0.636363636363636,0,2,0.204545454545455,0,0.75,1.63636363636364,0,3.5
"67","CAAU","Human infrastructure",11,"H11","Artificial Light","Pollution",11,10,1.52272727272727,0,4.5,1.9,0.45,3,1.72727272727273,0.5,3,2.09090909090909,0.5,3.5,1.04545454545455,0.125,2.25,1.18181818181818,0,3
"68","CAAU","Invasive species",12,"H12","Invasive Plants","Invasive & other problematic species, genes & diseases",11,11,0.886363636363636,0,2.625,2.54545454545455,1.5,3.5,1.90909090909091,1,3,2.09090909090909,1,3,1.06818181818182,0.25,2.25,0.818181818181818,0,2
"69","CAAU","Invasive species",13,"H13","Black Rats","Invasive & other problematic species, genes & diseases",11,10,1.95454545454545,0,5.25,3.1,1,4,2.45454545454545,0.5,3.5,3.18181818181818,0.5,4,2.18181818181818,0.25,3.5,1.09090909090909,0,2.5
"70","CAAU","Invasive species",14,"H14","New Invasive Species","Invasive & other problematic species, genes & diseases",11,11,1.63636363636364,0,6,2.72727272727273,0.5,4,2.81818181818182,2,4,3.45454545454545,2.5,4,2.45454545454545,1.25,3.5,0.636363636363636,0,2
"71","CAAU","Pollution",15,"H15","Oil Spills","Pollution",11,11,0.25,0,1.25,1.63636363636364,0,3.5,2.18181818181818,1,3.5,1.36363636363636,0,2,0.75,0,1.5,0.454545454545455,0,1.5
"72","CAAU","Pollution",16,"H16","Residual DDT","Pollution",11,10,0.363636363636364,0,1.5,2.5,0.45,4,1.18181818181818,0.5,2,0.909090909090909,0,3.5,0.295454545454545,0,1.25,1.54545454545455,0,3
"73","CAAU","Pollution",17,"H17","Contaminants","Pollution",11,10,0.681818181818182,0,3,2.1,0.45,3.55,1.36363636363636,0.5,2.5,0.636363636363636,0,2,0.25,0,1,2.36363636363636,1,3
"74","CAAU","Projected climate change impacts",18,"H18","Sea Level Rise","Climate change & severe weather",11,8,0.590909090909091,0,2,2.5,1,3.65,1.36363636363636,0,2.5,0.909090909090909,0,2,0.363636363636364,0,0.75,0.909090909090909,0,2.5
"75","CAAU","Projected climate change impacts",19,"H19","Marine Productivity","Climate change & severe weather",11,11,0,0,0,2.18181818181818,0.5,3.5,2.54545454545455,1.5,3.5,0,0,0,0,0,0,1,0,2
"76","CAAU","Projected climate change impacts",20,"H20","Sea Surface Temperature","Climate change & severe weather",11,11,0,0,0,2.27272727272727,0.5,3.5,2.54545454545455,2,3.5,0,0,0,0,0,0,1.18181818181818,0,2.5
"77","CAAU","Projected climate change impacts",21,"H21","Precipitation","Climate change & severe weather",11,8,0.613636363636364,0,2,2.125,1,3,1.09090909090909,0,2.5,0.909090909090909,0,2.5,0.340909090909091,0,1.25,1.27272727272727,0,2.5
"78","CAAU","Projected climate change impacts",22,"H22","Ambient Temperature","Climate change & severe weather",11,8,0.5,0,1.5,2.375,1,3.65,0.909090909090909,0,2,0.818181818181818,0,2,0.25,0,0.75,1.54545454545455,0,2.5
"79","CAAU","Projected climate change impacts",23,"H23","Marine Heat Waves","Climate change & severe weather",11,11,0,0,0,2.27272727272727,1,3.5,2.18181818181818,1,3,0,0,0,0,0,0,1.18181818181818,0.5,2
"80","CAAU","Projected climate change impacts",24,"H24","Storm Events","Climate change & severe weather",11,9,0.75,0,2.625,2,0.4,3.6,1.36363636363636,0,3,1,0,3,0.363636363636364,0,1.125,1.36363636363636,0,2.5
"81","CAAU","Projected climate change impacts",25,"H25","Wind","Climate change & severe weather",11,10,0,0,0,1.7,0.45,3,1.54545454545455,0.5,3,0,0,0,0,0,0,2.36363636363636,1,3
"82","CAAU","Toxins/diseases/parasites",26,"H26","Harmful Algal Blooms","Invasive & other problematic species, genes & diseases",11,10,0.295454545454545,0,1.625,1.5,0.45,3,1.09090909090909,0.5,2,0.272727272727273,0,1.5,0.113636363636364,0,0.625,2.27272727272727,0.5,3.5
"83","CAAU","Toxins/diseases/parasites",27,"H27","Disease","Invasive & other problematic species, genes & diseases",11,10,0.681818181818182,0,2.5,2.4,1,3.55,1.81818181818182,0.5,3,0.727272727272727,0,1.5,0.386363636363636,0,1.125,2.18181818181818,0,4
"84","CAAU","Toxins/diseases/parasites",28,"H28","Parasites","Invasive & other problematic species, genes & diseases",11,8,0.0909090909090909,0,0.5,1.75,1,3,0.818181818181818,0,1.5,0.181818181818182,0,1,0.0454545454545455,0,0.25,1.90909090909091,0,3
"85","SCMU","Disturbance",1,"H1","Overflights","Transportation & service corridors",12,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"86","SCMU","Disturbance",2,"H2","Recreation","Human intrusions & disturbance",12,10,0.916666666666667,0,1.8375,2.3,1.45,3.55,0.916666666666667,0,1.45,2.33333333333333,0,3,0.645833333333333,0,1.0875,1.33333333333333,0,2.45
"87","SCMU","Fisheries",3,"H3","Fishery Equipment","Biological resource use",12,10,0.9375,0,2.5875,1.6,0,3,1,0,1.9,1.33333333333333,0,3.45,0.375,0,0.8625,2.16666666666667,0,3.45
"88","SCMU","Fisheries",4,"H4","Overfishing","Biological resource use",12,10,1.625,0,3.675,1.8,0.45,3,1.33333333333333,0,3,1.5,0,3,0.625,0,1.5,2.25,0,3.45
"89","SCMU","Harmful native species interactions",5,"H5","Native Predators","Invasive & other problematic species, genes & diseases",12,12,0.854166666666667,0,3.0375,3.25,1.55,4,2.16666666666667,1,3,2.25,1,3.45,1.27083333333333,0.25,2.25,0.666666666666667,0,1.45
"90","SCMU","Harmful native species interactions",6,"H6","Pinnipeds","Invasive & other problematic species, genes & diseases",12,2,0.0625,0,0.3625,2,2,2,0.166666666666667,0,1,0.25,0,1.45,0.0625,0,0.3625,0.166666666666667,0,1
"91","SCMU","Harmful native species interactions",7,"H7","Seabird Colonization","Invasive & other problematic species, genes & diseases",12,8,0.541666666666667,0,1.9,1.25,0,2,0.75,0,1.45,0.583333333333333,0,1.45,0.1875,0,0.5875,2.08333333333333,0,4
"92","SCMU","Human infrastructure",8,"H8","Oil Platforms","Energy production & mining",12,9,0.708333333333333,0,2.575,1.88888888888889,1,3,1.25,0,2.45,0.833333333333333,0,2,0.354166666666667,0,1.225,1.25,0,2.45
"93","SCMU","Human infrastructure",9,"H9","Offshore Wind","Energy production & mining",12,11,1.85416666666667,0.55,3.675,2.63636363636364,2,4,1.33333333333333,0.55,3,1.91666666666667,0.55,2.9,0.645833333333333,0.275,1.225,2.58333333333333,1.1,3
"94","SCMU","Human infrastructure",10,"H10","Shipping Traffic","Transportation & service corridors",12,6,0.541666666666667,0,2.175,1.66666666666667,0.25,3,0.583333333333333,0,1.45,0.583333333333333,0,2,0.1875,0,0.725,1.5,0,3.45
"95","SCMU","Human infrastructure",11,"H11","Artificial Light","Pollution",12,11,1.27083333333333,0,4.5,2.09090909090909,1,3,1.91666666666667,0.55,3,2.25,0.55,3.45,1.22916666666667,0.1375,2.25,0.833333333333333,0,2.45
"96","SCMU","Invasive species",12,"H12","Invasive Plants","Invasive & other problematic species, genes & diseases",12,12,0.9375,0,3.675,2.5,1.55,3,1.91666666666667,1,3,2.08333333333333,1,3,1.04166666666667,0.25,2.25,0.75,0,2
"97","SCMU","Invasive species",13,"H13","Black Rats","Invasive & other problematic species, genes & diseases",12,11,2.3125,0,6,2.90909090909091,1.5,4,2.5,0.55,3.45,3.33333333333333,1.1,4,2.29166666666667,0.55,3.45,1.08333333333333,0,2.45
"98","SCMU","Invasive species",14,"H14","New Invasive Species","Invasive & other problematic species, genes & diseases",12,12,1.85416666666667,0,7.3125,2.58333333333333,0.55,4,2.83333333333333,2,4,3.5,2.55,4,2.52083333333333,1.275,4,0.666666666666667,0,2.45
"99","SCMU","Pollution",15,"H15","Oil Spills","Pollution",12,12,0.333333333333333,0,1.625,1.66666666666667,0,3.45,2.5,1.55,3.45,1.25,0,2,0.791666666666667,0,1.725,0.416666666666667,0,1.45
"100","SCMU","Pollution",16,"H16","Residual DDT","Pollution",12,11,0.375,0,2.175,2.36363636363636,0.5,4,1.25,0.55,2,0.833333333333333,0,3.45,0.291666666666667,0,1.225,1.5,0,3
"101","SCMU","Pollution",17,"H17","Contaminants","Pollution",12,11,0.625,0,3,1.90909090909091,0.5,3,1.33333333333333,0.55,2.45,0.583333333333333,0,2,0.229166666666667,0,1,2.33333333333333,1.1,3
"102","SCMU","Projected climate change impacts",18,"H18","Sea Level Rise","Climate change & severe weather",12,10,0.770833333333333,0,2.575,2.3,1,3,1.66666666666667,0,3,1,0,2.45,0.479166666666667,0,1.425,1.25,0,2.45
"103","SCMU","Projected climate change impacts",19,"H19","Marine Productivity","Climate change & severe weather",12,12,0,0,0,1.91666666666667,0.55,3.45,2.41666666666667,1.55,3.45,0,0,0,0,0,0,1.25,0,2
"104","SCMU","Projected climate change impacts",20,"H20","Sea Surface Temperature","Climate change & severe weather",12,12,0,0,0,2.16666666666667,0.55,3.45,2.33333333333333,1,3.45,0,0,0,0,0,0,1.5,0,2.45
"105","SCMU","Projected climate change impacts",21,"H21","Precipitation","Climate change & severe weather",12,10,0.875,0,3.125,2.2,1,3,1.33333333333333,0,3,1.08333333333333,0,2.45,0.479166666666667,0,1.5625,1.41666666666667,0,2.45
"106","SCMU","Projected climate change impacts",22,"H22","Ambient Temperature","Climate change & severe weather",12,8,0.270833333333333,0,0.8625,2,1,3.65,0.833333333333333,0,2,0.5,0,1.45,0.125,0,0.3625,1.5,0,3
"107","SCMU","Projected climate change impacts",23,"H23","Marine Heat Waves","Climate change & severe weather",12,12,0,0,0,2,1,3.5,2.08333333333333,1,3,0,0,0,0,0,0,1.5,0.55,2
"108","SCMU","Projected climate change impacts",24,"H24","Storm Events","Climate change & severe weather",12,10,0.75,0,2.85,1.9,0.45,3.55,1.66666666666667,0,3.45,0.833333333333333,0,2.45,0.395833333333333,0,1.2875,1.33333333333333,0,2.45
"109","SCMU","Projected climate change impacts",25,"H25","Wind","Climate change & severe weather",12,10,0,0,0,1.6,0.45,3,1.58333333333333,0,3,0,0,0,0,0,0,2.25,0,3
"110","SCMU","Toxins/diseases/parasites",26,"H26","Harmful Algal Blooms","Invasive & other problematic species, genes & diseases",12,10,0.270833333333333,0,1.4875,1.5,0.45,3,1,0,2,0.25,0,1.45,0.104166666666667,0,0.5875,2.25,0,3.45
"111","SCMU","Toxins/diseases/parasites",27,"H27","Disease","Invasive & other problematic species, genes & diseases",12,11,0.625,0,2.1125,2.27272727272727,1,3.5,1.75,0.55,3,0.75,0,1.45,0.375,0,1.0875,2.16666666666667,0,3.45
"112","SCMU","Toxins/diseases/parasites",28,"H28","Parasites","Invasive & other problematic species, genes & diseases",12,9,0.0833333333333333,0,0.5,1.66666666666667,1,3,0.833333333333333,0,1.45,0.166666666666667,0,1,0.0416666666666667,0,0.25,2,0,3
"113","SNPL","Disturbance",1,"H1","Overflights","Transportation & service corridors",12,8,0.770833333333333,0,2.25,3,1.35,4,0.666666666666667,0,1,1.75,0,3,0.4375,0,0.75,1.16666666666667,0,3
"114","SNPL","Disturbance",2,"H2","Recreation","Human intrusions & disturbance",12,11,1.8125,0,4.5,3,2,4,2.16666666666667,0.55,3.45,2.66666666666667,1.1,3.45,1.60416666666667,0.4125,3.0375,1.16666666666667,0,2.45
"115","SNPL","Fisheries",3,"H3","Fishery Equipment","Biological resource use",12,3,0.229166666666667,0,1,0.666666666666667,0.1,1,0.25,0,1,0.25,0,1,0.0625,0,0.25,0.916666666666667,0,4
"116","SNPL","Fisheries",4,"H4","Overfishing","Biological resource use",12,2,0.145833333333333,0,0.8625,1,0.1,1.9,0.166666666666667,0,1,0.25,0,1.45,0.0625,0,0.3625,0.416666666666667,0,2.45
"117","SNPL","Harmful native species interactions",5,"H5","Native Predators","Invasive & other problematic species, genes & diseases",12,12,1.3125,0,3,3.16666666666667,1.55,4,2.33333333333333,1,3,2.08333333333333,1,3,1.25,0.25,1.8375,1,0,2
"118","SNPL","Harmful native species interactions",6,"H6","Pinnipeds","Invasive & other problematic species, genes & diseases",12,12,0.6875,0,2,2.83333333333333,1.1,4,2.08333333333333,1,3.45,1.5,1,2.45,0.75,0.25,1.5,1,0,2
